epoch,train_loss,val_loss,mean_dice,std_dice,median_dice,mean_iou,std_iou,median_iou,mean_precision,std_precision,median_precision,mean_recall,std_recall,median_recall,mean_specificity,std_specificity,median_specificity,global_dice,global_iou,failure_rate_dice_lt_0_10
1,0.6467151443163554,0.6351458809592507,0.4217591423498975,0.23822548709918845,0.37677688896656036,0.298879172811708,0.21478421548459473,0.23220043629407883,0.30536535973872314,0.22869890696269485,0.23220043629407883,0.9855644391341642,0.04159528901615481,1.0,0.6059687787836249,0.09779736180738577,0.5814540386199951,0.4742669856504422,0.3108453321714616,0.056818181818181816
2,0.6232401409534493,0.6271478913047097,0.4571740530558269,0.24771623359388317,0.4278081953525543,0.33198002163871104,0.22710595881173853,0.2722075581550598,0.34159936058462004,0.24590803683537119,0.2722075581550598,0.9827078248966824,0.05543456452626681,1.0,0.6716413233767856,0.09782071194327653,0.6464093029499054,0.5123309504983762,0.34438503017187955,0.056818181818181816
3,0.6099919309519758,0.6109515645287253,0.47257108421234245,0.2583073282914809,0.42936764657497406,0.34914580396037886,0.24069307604871645,0.2733951061964035,0.3558850232300095,0.2524174472449866,0.2733951061964035,0.9862368682568724,0.04175604001355387,1.0,0.6835232336412776,0.11257842621694308,0.6749418675899506,0.526175006852689,0.35701322022574017,0.056818181818181816
4,0.5963906224327858,0.5978901440447028,0.5071489906192503,0.2720047851439114,0.4891117662191391,0.38609371465546166,0.2604389772964064,0.3237309604883194,0.3926593353971839,0.2700634276439741,0.3237309604883194,0.9848005351695147,0.045945001436793524,1.0,0.7262472337619825,0.12313785642047832,0.7304287850856781,0.5615765927138877,0.39041118899297655,0.056818181818181816
5,0.5843979102192502,0.5872670412063599,0.5951390702023425,0.2657183978353973,0.6559109389781952,0.47281091076067905,0.26626368527395433,0.4880804419517517,0.48452641611749475,0.27861406765114854,0.5089254379272461,0.9754857915368947,0.068170675035545,1.0,0.8266830755905672,0.10021351989863639,0.8465897738933563,0.6590286699534064,0.4914561968528585,0.045454545454545456
6,0.5706510742505392,0.5731735283678229,0.6534982376139272,0.23396695127830358,0.7243483364582062,0.5260795447552069,0.24083112104666757,0.5678262412548065,0.5351609754037451,0.2494871185218685,0.5759663283824921,0.9812439070506529,0.057032117335838066,1.0,0.868303740566427,0.08017745372921446,0.8899583220481873,0.7257898953289391,0.5695998585070974,0.022727272727272728
7,0.5582752095328437,0.5653703266924078,0.7484888895838098,0.21796944474819221,0.8214552104473114,0.6384186516515911,0.2381019386792817,0.6970256865024567,0.664498197211122,0.25221153154397036,0.7180688083171844,0.959652801128951,0.0908243148234653,0.9989179968833923,0.9320938411084089,0.055881463184468266,0.9502427279949188,0.8079405906812767,0.6777687289453421,0.011363636363636364
8,0.5456455078991976,0.5512146191163496,0.7349412891251798,0.19994115463570666,0.7896296977996826,0.6143771822733636,0.21732226608624214,0.6523879766464233,0.6338428001935509,0.22462942399473937,0.6571507453918457,0.9656452990391038,0.10259871460353212,1.0,0.9227352758700197,0.05091989794796958,0.9395826756954193,0.8027700053505544,0.6705227975729248,0.011363636363636364
9,0.5309168010046987,0.5449597293680365,0.7864477831700986,0.19634395262001278,0.8567283749580383,0.682408353377303,0.2182126878385072,0.7493655383586884,0.729730025187812,0.21695522558009953,0.7847411334514618,0.9269239733376625,0.17371110407885124,0.9986691474914551,0.9592872837727721,0.028984294394980164,0.9701748192310333,0.8350124710581417,0.7167565749107898,0.022727272727272728
10,0.5171712028859842,0.5254943912679498,0.7902178109877489,0.17939740898860976,0.8488344848155975,0.682753103996881,0.20466448393152348,0.7373697757720947,0.7078647100027989,0.21031048956251094,0.7588094472885132,0.9617591415616599,0.10691506845357596,0.9992820918560028,0.9448876421559941,0.0501592249577164,0.9645580649375916,0.8396523702073557,0.7236213946999757,0.0
