epoch,train_loss,val_loss,mean_dice,std_dice,median_dice,mean_iou,std_iou,median_iou,mean_precision,std_precision,median_precision,mean_recall,std_recall,median_recall,mean_specificity,std_specificity,median_specificity,global_dice,global_iou,failure_rate_dice_lt_0_10
1,0.6209496265710003,0.5944488427855752,0.4481054903960533,0.23626756688788172,0.4232255667448044,0.3202314696338197,0.21198767183033582,0.26841381192207336,0.36551430786494166,0.2695180186160374,0.28666622936725616,0.8619186409156431,0.2116933608081295,0.9589189291000366,0.7044588508592411,0.1882198925155171,0.7256451547145844,0.4769292101422569,0.3131366009499903,0.09090909090909091
2,0.5644335439710906,0.5700670643286272,0.4697617564181035,0.2301731943084295,0.4526669383049011,0.3380279171661558,0.21158216766967658,0.29255081713199615,0.379354773004624,0.26144085549444623,0.3049474358558655,0.8661612853069197,0.18723716731796147,0.9588550329208374,0.7441451745954427,0.1468350652973958,0.7625732123851776,0.5133501419925728,0.3453066902253873,0.06818181818181818
3,0.5410536955101322,0.5386070988394998,0.5029719236456587,0.24914428451087217,0.518830806016922,0.37383068270668995,0.2335910213346831,0.3503100126981735,0.4379005789367218,0.2874399868934545,0.3728054463863373,0.7827936990553557,0.28170353975210505,0.9015333354473114,0.8183990330858664,0.1374518715976134,0.8319031894207001,0.5540517040700238,0.3831753221256748,0.056818181818181816
4,0.5137999918725755,0.5385378924283114,0.4975635782206276,0.25487754180221317,0.5197861790657043,0.37033139848175006,0.2375271331934779,0.3511766046285629,0.4627058045220258,0.30288616988248773,0.4156559109687805,0.7859847625855156,0.28566590792313745,0.9082279205322266,0.8096134865825827,0.16225411338006862,0.8492078185081482,0.5350778651512264,0.3652602772682378,0.07954545454545454
5,0.49219654605846214,0.5394703203981573,0.4865200199948793,0.23878870253478277,0.48670247197151184,0.35601549182849174,0.22473537454157252,0.3216187506914139,0.3963388344272971,0.2751543589924511,0.32875561714172363,0.8935928844254125,0.16829295879647152,0.9778313934803009,0.7307442951608788,0.18873835507756853,0.7617688179016113,0.5181023458279231,0.3496208691398433,0.056818181818181816
6,0.4731351474318842,0.4835305322300304,0.5710819775946387,0.2640649265125025,0.6061679720878601,0.44495332533459264,0.2521751110217132,0.4348937124013901,0.6029536750558231,0.30320593472329577,0.6544680595397949,0.7461653618728021,0.3035012962366158,0.8871432542800903,0.8867723433808847,0.13669596929147015,0.9505131244659424,0.5961323487169787,0.4246357184540717,0.06818181818181818
7,0.45027348369058934,0.467659592628479,0.5768966606967932,0.2292999945142248,0.6109555065631866,0.4408798662746175,0.22647428869637204,0.4398387521505356,0.5292220968247644,0.28309967949809633,0.48062317073345184,0.8109042725149337,0.24384734395312951,0.9203648269176483,0.8713804429227655,0.11102896164781925,0.8882989585399628,0.6071481339870608,0.43590287582056225,0.045454545454545456
8,0.43814915298211454,0.4345144954594699,0.6135581836679368,0.2469385057611176,0.6784960031509399,0.485435090467301,0.24740186451504828,0.513432115316391,0.6359506901194849,0.27890733580329,0.6674187779426575,0.7519278270619254,0.2896101654556951,0.8897073566913605,0.917717656628652,0.10134722165761717,0.9561960995197296,0.636688412047216,0.4670160641730598,0.03409090909090909
9,0.4133146104186472,0.46909871426495636,0.5608960016715255,0.23884782858959905,0.580813080072403,0.4276835375931114,0.23461278353717543,0.4092849940061569,0.5113823544869031,0.28721364363762375,0.476112425327301,0.8619613317688081,0.21428186411544647,0.967798262834549,0.8254394514316862,0.16599057921456029,0.8897239565849304,0.5743815099653952,0.40289987397081795,0.045454545454545456
10,0.3931951914170776,0.4180946079167453,0.6309839980380857,0.3079789236121452,0.7500546276569366,0.5267468865252177,0.3009781074400627,0.6000699400901794,0.7940957548166225,0.2698667520163361,0.8980495035648346,0.6296093680206578,0.331842260763333,0.689468652009964,0.9681655473329804,0.05821931966956177,0.9908635914325714,0.6363646535567573,0.4666677607152108,0.11363636363636363
