image_id,dice_a,iou_a,precision_a,recall_a,specificity_a,tp_a,fp_a,fn_a,tn_a,dice_b,iou_b,precision_b,recall_b,specificity_b,tp_b,fp_b,fn_b,tn_b,dice_difference_b_minus_a
cju0sxqiclckk08551ycbwhno,0.8903633952140808,0.8023918867111206,0.8185060024261475,0.976051926612854,0.9901257753372192,4361.0,967.0,107.0,96965.0,0.4081427156925201,0.2563940584659576,0.2564972341060638,0.9984332919120787,0.8679593801498413,4461.0,12931.0,7.0,85001.0,-0.4822206795215607
ck2bxw18mmz1k0725litqq2mc,0.5647636651992798,0.3934987485408783,0.9595619440078736,0.4001341462135315,0.9925726056098938,12529.0,528.0,18783.0,70560.0,0.2367583811283111,0.1342744976282119,0.9380804896354676,0.135475218296051,0.9960612058639526,4242.0,280.0,27070.0,70808.0,-0.3280052840709687
cju32zhbnc1oy0801iyv1ix6p,0.8390616178512573,0.722744345664978,0.7331002950668335,0.980829417705536,0.879271388053894,25377.0,9239.0,496.0,67288.0,0.6204792261123657,0.4497788250446319,0.4509377777576446,0.994318425655365,0.5906804203987122,25726.0,31324.0,147.0,45203.0,-0.2185823917388916
cju7dubap2g0w0801fgl42mg9,0.6581637263298035,0.490494817495346,0.8056191802024841,0.5563355684280396,0.9544949531555176,14423.0,3480.0,11502.0,72995.0,0.4516167342662811,0.2916698753833771,0.989949107170105,0.2925361692905426,0.998993158340454,7584.0,77.0,18341.0,76398.0,-0.2065469920635224
cju8clorgsuwn08714toqb7v6,0.9521929025650024,0.9087483286857604,0.9398593902587892,0.9648544788360596,0.9912217259407043,12299.0,787.0,448.0,88866.0,0.8724043965339661,0.7736855149269104,0.7944208383560181,0.9673648476600648,0.964407205581665,12331.0,3191.0,416.0,86462.0,-0.07978850603103638
cju16b6ynq8e40988m8vx0xnj,0.9632954597473145,0.9291900396347046,0.9579831957817078,0.9686670303344728,0.9992040991783142,1824.0,80.0,59.0,100437.0,0.8959354162216187,0.8114882707595825,0.9798234701156616,0.8252788186073303,0.9996816515922546,1554.0,32.0,329.0,100485.0,-0.0673600435256958
cju33belnbyhm0878yxl42233,0.9329107999801636,0.8742575645446777,0.9909688234329224,0.8812792301177979,0.999424397945404,6035.0,55.0,813.0,95497.0,0.8690027594566345,0.7683509588241577,0.9890048503875732,0.7749707698822021,0.9993825554847716,5307.0,59.0,1541.0,95493.0,-0.06390804052352905
cju8chxndsre008015uisl4si,0.947589099407196,0.9003984332084656,0.917999505996704,0.9791497588157654,0.996727705001831,3616.0,323.0,77.0,98384.0,0.8845523595809937,0.7930021286010742,0.9831125736236572,0.8039534091949463,0.9994833469390868,2969.0,51.0,724.0,98656.0,-0.06303673982620239
cju33w4sdcivk0855x879zht7,0.9808151721954346,0.9623526334762572,0.9796128869056702,0.9820204377174376,0.9983310103416444,7592.0,158.0,139.0,94511.0,0.918159246444702,0.8487009406089783,0.9821665287017822,0.8619841933250427,0.9987218379974364,6664.0,121.0,1067.0,94548.0,-0.06265592575073253
cjyzjzssvd8pq0838f4nolj5l,0.8272436857223511,0.7053841352462769,0.7095334529876709,0.9917777180671692,0.9855167865753174,3498.0,1432.0,29.0,97441.0,0.7691118121147156,0.6248429417610168,0.6300452351570129,0.9869577288627625,0.9793270230293274,3481.0,2044.0,46.0,96829.0,-0.0581318736076355
