image_id,resunet_dice_seed42,siglip2_full_dice_seed42,dice_gain_seed42
ck2bxw18mmz1k0725litqq2mc,0.5062596142480031,0.24898503976628392,-0.2572745744817192
cju32zhbnc1oy0801iyv1ix6p,0.8148570885055486,0.5590010314486811,-0.25585605705686754
cju7dubap2g0w0801fgl42mg9,0.6363306415034109,0.44283534304945144,-0.19349529845395946
cju87xn2snfmv0987sc3d9xnq,0.8277270946442388,0.6342546153033096,-0.19347247934092915
ck2bxlujamu330725szlc2jdu,0.9039943938343378,0.8377035605873903,-0.06629083324694751
ck2bxiswtxuw80838qkisqjwz,0.5676907891651375,0.46386447926849567,-0.10382630989664182
cju32qr9tbvsj08013pkpjenq,0.6242038216578241,0.8442665289266253,0.22006270726880128
cju87kbcen2av0987usezo8kn,0.3555820421157609,0.3143498790760269,-0.04123216303973398
cju16b6ynq8e40988m8vx0xnj,0.9496062992139211,0.9261379122396801,-0.02346838697424103
