image_id,mean_dice,seed_sd,foreground_fraction,lesion_size_group,method
cju7dwe282dc309876rco45ts,0.8511537909507751,0.024621912626066625,0.31843717769823454,large,siglip2_partial
cjyzkpsbjdsjq07211dfi4sru,0.9009214639663696,0.024518653223093583,0.024580439814814815,small,siglip2_partial
ck2da7fwcjfis07218r1rvm95,0.9191969633102417,0.023629583526103465,0.03738908179012346,small,resunet_paper
cju14g8o4xui30878gkgbrvqj,0.9368590911229452,0.023505240131117454,0.02580219327726004,small,siglip2_full
cju8dn0c3u2v50801k8rvq02f,0.9648459156354269,0.023107610546698614,0.3139126154358135,large,resunet_paper
cju87li0zn3yb0817kbwgjiz8,0.9333329002062479,0.022908600070312774,0.6329367752776038,large,siglip2_partial
cju87vqa0ndwg0850onjdz7ol,0.6650864481925964,0.022577061850351254,0.6733168182435184,large,resunet_paper
cju85qefyln6v0850szeb9byi,0.967502236366272,0.022395223534103694,0.38419062779822905,large,siglip2_full
ck2bxknhjvs1x0794iogrq49k,0.9039711753527323,0.021319512129537265,0.11980187446605357,medium,siglip2_partial
cju14hjh2ob2o0835ouz3r5aa,0.8709292610486349,0.021219111171886174,0.1254744161148102,medium,resunet_paper
ck2da7fwcjfis07218r1rvm95,0.9473452568054199,0.021046415470245872,0.03738908179012346,small,siglip2_partial
cju7dymur2od30755eg8yv2ht,0.9385512669881185,0.020561654195918783,0.14071770915488685,medium,siglip2_full
cju8chdlqsu620755azjty1tj,0.9454429546991984,0.020472164660168733,0.10541163623126858,medium,resunet_paper
cjyzu9th0qt4r0a46pyl4zik0,0.8727895021438599,0.019515404870854347,0.06599151234567902,small,siglip2_full
cjyzjzssvd8pq0838f4nolj5l,0.8086493611335754,0.01949285289883126,0.034235146604938274,small,siglip2_frozen
cju0s690hkp960855tjuaqvv0,0.9265985290209452,0.01946511775010617,0.0366238264515541,small,siglip2_frozen
cjyzu9th0qt4r0a46pyl4zik0,0.8086172540982565,0.019390873145474108,0.06599151234567902,small,siglip2_frozen
cju7dymur2od30755eg8yv2ht,0.7839867870012919,0.01910944747187263,0.14071770915488685,medium,resunet_paper
cju33mirdc8mj0799k33wzoes,0.9207385977109274,0.018954361135324525,0.16999491855079404,large,siglip2_partial
cju8dqkrqu83i0818ev74qpxq,0.951607366402944,0.018747156704405854,0.5962082975124102,large,siglip2_full
cju8dpa89u6l80818dj6lldh9,0.6413354476292928,0.018590992904722867,0.11939909032154311,medium,resunet_paper
cju15ptjtppz40988odsm9azx,0.8037924369176229,0.01842757797158979,0.0594885697092737,small,siglip2_frozen
cjyzkmjy8evns070165gf9dmq,0.9433572689692179,0.018415066254388972,0.09722222222222222,medium,siglip2_full
cju7dxffn2eam0817qxosfwch,0.6590393384297689,0.018369755958858223,0.17434083488396587,large,siglip2_frozen
cju87zv8lni0o0850hbbecbq6,0.9181760350863138,0.01825797241420644,0.014177141186787489,small,siglip2_partial
cju87kbcen2av0987usezo8kn,0.30863166848818463,0.01816388106903948,0.06093924592152731,small,siglip2_full
cju15wdt3zla10801odjiw7sy,0.9515257279078165,0.018097122496586824,0.16356469465532855,medium,siglip2_partial
cju884985nlmx0817vzpax3y4,0.8763937950134277,0.0178515677049926,0.01840253262577721,small,siglip2_partial
cju8chxndsre008015uisl4si,0.938630481561025,0.01771423553610069,0.036076986076986076,small,resunet_paper
cju336l68y7if0993wf092166,0.9307717680931091,0.017687548993741645,0.22595876889219715,large,siglip2_frozen
cjyzjzssvd8pq0838f4nolj5l,0.8272106051445007,0.017398897733634174,0.034235146604938274,small,siglip2_full
cju15mhjczc8z0801kit5c6di,0.9210026462872823,0.017292078814278678,0.1346858269935193,medium,siglip2_full
cju0u82z3cuma0835wlxrnrjv,0.9303707480430603,0.017156306883515857,0.24693091785743543,large,siglip2_full
cju8doa16u5gh0818w1ywda3q,0.9025434255599976,0.01714631896607657,0.7187133401005354,large,siglip2_partial
